,label,text,regex,removed_stopwords,snowball,potter,snowball_nostop,lemmatized,regex_lemm_nostop,reg_nostop_snowball
631,1,The roast beef sandwich tasted really good!,the roast beef sandwich tasted really good,roast beef sandwich tasted really good,the roast beef sandwich tast realli good,roast beef sandwich tast realli good,roast beef sandwich tast realli good,the roast beef sandwich tasted really good,roast beef sandwich tasted really good,roast beef sandwich tast realli good
632,0,"Same evening, him and I are both drastically sick.",same evening him and i are both drastically sick,evening both drastically sick,same even him and i are both drastic sick,even both drastic sick,even drastic sick,same evening him and i are both drastically sick,evening drastically sick,even both drastic sick
633,1,High-quality chicken on the chicken Caesar salad.,high quality chicken on the chicken caesar salad,high quality chicken chicken caesar salad,high qualiti chicken on the chicken caesar salad,high qualiti chicken chicken caesar salad,high qualiti chicken chicken caesar salad,high quality chicken on the chicken caesar salad,high quality chicken chicken caesar salad,high qualiti chicken chicken caesar salad
634,0,Ordered burger rare came in we'll done.,ordered burger rare came in well done,ordered burger rare came well done,order burger rare came in well done,order burger rare came well done,order burger rare came well done,ordered burger rare came in well done,ordered burger rare came well done,order burger rare came well done
635,1,We were promptly greeted and seated.,we were promptly greeted and seated,promptly greeted seated,we were prompt greet and seat,promptli greet seat,prompt greet seat,we were promptly greeted and seated,promptly greeted seated,prompt greet seat
636,0,Tried to go here for lunch and it was a madhouse.,tried to go here for lunch and it was a madhouse,tried go lunch madhouse,tri to go here for lunch and it was a madhous,tri go lunch madhous,tri go lunch madhous,tried to go here for lunch and it wa a madhouse,tried go lunch wa madhouse,tri go lunch madhous
637,1,"I was proven dead wrong by this sushi bar, not only because the quality is great, but the service is fast and the food, impeccable.",i was proven dead wrong by this sushi bar not only because the quality is great but the service is fast and the food impeccable,proven dead wrong sushi bar not quality great but service fast food impeccable,i was proven dead wrong by this sushi bar not onli becaus the qualiti is great but the servic is fast and the food impecc,proven dead wrong sushi bar not qualiti great but servic fast food impecc,proven dead wrong sushi bar onli becaus qualiti great servic fast food impecc,i wa proven dead wrong by this sushi bar not only because the quality is great but the service is fast and the food impeccable,wa proven dead wrong sushi bar quality great service fast food impeccable,proven dead wrong sushi bar not qualiti great but servic fast food impecc
638,0,"After waiting an hour and being seated, I was not in the greatest of moods.",after waiting an hour and being seated i was not in the greatest of moods,after waiting hour seated not greatest moods,after wait an hour and be seat i was not in the greatest of mood,after wait hour seat not greatest mood,wait hour seat greatest mood,after waiting an hour and being seated i wa not in the greatest of mood,waiting hour seated wa greatest mood,after wait hour seat not greatest mood
639,1,This is a good joint.,this is a good joint,good joint,this is a good joint,good joint,good joint,this is a good joint,good joint,good joint
640,1,The Macarons here are insanely good.,the macarons here are insanely good,macarons insanely good,the macaron here are insan good,macaron insan good,macaron insan good,the macarons here are insanely good,macarons insanely good,macaron insan good
641,0,I'm not eating here!,im not eating here,im not eating,im not eat here,im not eat,im eat,im not eating here,im eating,im not eat
642,1,"Our waiter was very attentive, friendly, and informative.",our waiter was very attentive friendly and informative,waiter attentive friendly informative,our waiter was veri attent friend and inform,waiter attent friendli inform,waiter veri attent friend inform,our waiter wa very attentive friendly and informative,waiter wa attentive friendly informative,waiter attent friend inform
643,0,Maybe if they weren't cold they would have been somewhat edible.,maybe if they werent cold they would have been somewhat edible,maybe werent cold would somewhat edible,mayb if they werent cold they would have been somewhat edibl,mayb werent cold would somewhat edibl,mayb werent cold would somewhat edibl,maybe if they werent cold they would have been somewhat edible,maybe werent cold would somewhat edible,mayb werent cold would somewhat edibl
644,0,This place has a lot of promise but fails to deliver.,this place has a lot of promise but fails to deliver,place lot promise but fails deliver,this place has a lot of promis but fail to deliv,place lot promis but fail deliv,place lot promis fail deliv,this place ha a lot of promise but fails to deliver,place ha lot promise fails deliver,place lot promis but fail deliv
645,0,Very bad Experience!,very bad experience,bad experience,veri bad experi,bad experi,veri bad experi,very bad experience,bad experience,bad experi
646,0,What a mistake.,what a mistake,mistake,what a mistak,mistak,mistak,what a mistake,mistake,mistak
647,0,Food was average at best.,food was average at best,food average best,food was averag at best,food averag best,food averag best,food wa average at best,food wa average best,food averag best
648,1,Great food.,great food,great food,great food,great food,great food,great food,great food,great food
649,0,We won't be going back anytime soon!,we wont be going back anytime soon,wont going back anytime soon,we wont be go back anytim soon,wont go back anytim soon,wont go back anytim soon,we wont be going back anytime soon,wont going back anytime soon,wont go back anytim soon
650,0,Very Very Disappointed ordered the $35 Big Bay Plater.,very very disappointed ordered the $35 big bay plater,disappointed ordered $35 big bay plater,veri veri disappoint order the $35 big bay plater,disappoint order $35 big bay plater,veri veri disappoint order $35 big bay plater,very very disappointed ordered the $35 big bay plater,disappointed ordered $35 big bay plater,disappoint order $35 big bay plater
651,1,Great place to relax and have an awesome burger and beer.,great place to relax and have an awesome burger and beer,great place relax awesome burger beer,great place to relax and have an awesom burger and beer,great place relax awesom burger beer,great place relax awesom burger beer,great place to relax and have an awesome burger and beer,great place relax awesome burger beer,great place relax awesom burger beer
652,1,It is PERFECT for a sit-down family meal or get together with a few friends.,it is perfect for a sit down family meal or get together with a few friends,perfect sit family meal get together friends,it is perfect for a sit down famili meal or get togeth with a few friend,perfect sit famili meal get togeth friend,perfect sit famili meal get togeth friend,it is perfect for a sit down family meal or get together with a few friend,perfect sit family meal get together friend,perfect sit famili meal get togeth friend
653,0,"Not much flavor to them, and very poorly constructed.",not much flavor to them and very poorly constructed,not much flavor poorly constructed,not much flavor to them and veri poor construct,not much flavor poorli construct,much flavor veri poor construct,not much flavor to them and very poorly constructed,much flavor poorly constructed,not much flavor poor construct
654,1,The patio seating was very comfortable.,the patio seating was very comfortable,patio seating comfortable,the patio seat was veri comfort,patio seat comfort,patio seat veri comfort,the patio seating wa very comfortable,patio seating wa comfortable,patio seat comfort
655,0,The fried rice was dry as well.,the fried rice was dry as well,fried rice dry well,the fri rice was dri as well,fri rice dri well,fri rice dri well,the fried rice wa dry a well,fried rice wa dry well,fri rice dri well
656,1,Hands down my favorite Italian restaurant!,hands down my favorite italian restaurant,hands favorite italian restaurant,hand down my favorit italian restaur,hand favorit italian restaur,hand favorit italian restaur,hand down my favorite italian restaurant,hand favorite italian restaurant,hand favorit italian restaur
657,1,"That just SCREAMS ""LEGIT"" in my book...somethat's also pretty rare here in Vegas.",that just screams legit in my booksomethats also pretty rare here in vegas,screams legit booksomethats also pretty rare vegas,that just scream legit in my booksomethat also pretti rare here in vega,scream legit booksomethat also pretti rare vega,scream legit booksomethat also pretti rare vega,that just scream legit in my booksomethats also pretty rare here in vega,scream legit booksomethats also pretty rare vega,scream legit booksomethat also pretti rare vega
658,1,It was just not a fun experience.,it was just not a fun experience,not fun experience,it was just not a fun experi,not fun experi,fun experi,it wa just not a fun experience,wa fun experience,not fun experi
659,1,The atmosphere was great with a lovely duo of violinists playing songs we requested.,the atmosphere was great with a lovely duo of violinists playing songs we requested,atmosphere great lovely duo violinists playing songs requested,the atmospher was great with a love duo of violinist play song we request,atmospher great love duo violinist play song request,atmospher great love duo violinist play song request,the atmosphere wa great with a lovely duo of violinist playing song we requested,atmosphere wa great lovely duo violinist playing song requested,atmospher great love duo violinist play song request
660,1,"I personally love the hummus, pita, baklava, falafels and Baba Ganoush (it's amazing what they do with eggplant!).",i personally love the hummus pita baklava falafels and baba ganoush its amazing what they do with eggplant,personally love hummus pita baklava falafels baba ganoush amazing do eggplant,i person love the hummus pita baklava falafel and baba ganoush it amaz what they do with eggplant,person love hummu pita baklava falafel baba ganoush amaz do eggplant,person love hummus pita baklava falafel baba ganoush amaz eggplant,i personally love the hummus pita baklava falafel and baba ganoush it amazing what they do with eggplant,personally love hummus pita baklava falafel baba ganoush amazing eggplant,person love hummus pita baklava falafel baba ganoush amaz do eggplant
661,1,"Very convenient, since we were staying at the MGM!",very convenient since we were staying at the mgm,convenient since staying mgm,veri conveni sinc we were stay at the mgm,conveni sinc stay mgm,veri conveni sinc stay mgm,very convenient since we were staying at the mgm,convenient since staying mgm,conveni sinc stay mgm
662,1,The owners are super friendly and the staff is courteous.,the owners are super friendly and the staff is courteous,owners super friendly staff courteous,the owner are super friend and the staff is courteous,owner super friendli staff courteou,owner super friend staff courteous,the owner are super friendly and the staff is courteous,owner super friendly staff courteous,owner super friend staff courteous
663,1,Both great!,both great,both great,both great,both great,great,both great,great,both great
664,1,Eclectic selection.,eclectic selection,eclectic selection,eclect select,eclect select,eclect select,eclectic selection,eclectic selection,eclect select
665,1,The sweet potato tots were good but the onion rings were perfection or as close as I have had.,the sweet potato tots were good but the onion rings were perfection or as close as i have had,sweet potato tots good but onion rings perfection close,the sweet potato tot were good but the onion ring were perfect or as close as i have had,sweet potato tot good but onion ring perfect close,sweet potato tot good onion ring perfect close,the sweet potato tot were good but the onion ring were perfection or a close a i have had,sweet potato tot good onion ring perfection close,sweet potato tot good but onion ring perfect close
666,1,The staff was very attentive.,the staff was very attentive,staff attentive,the staff was veri attent,staff attent,staff veri attent,the staff wa very attentive,staff wa attentive,staff attent
667,1,And the chef was generous with his time (even came around twice so we can take pictures with him).,and the chef was generous with his time even came around twice so we can take pictures with him,chef generous time even came around twice take pictures,and the chef was generous with his time even came around twice so we can take pictur with him,chef gener time even came around twice take pictur,chef generous time even came around twice take pictur,and the chef wa generous with his time even came around twice so we can take picture with him,chef wa generous time even came around twice take picture,chef generous time even came around twice take pictur
668,1,"The owner used to work at Nobu, so this place is really similar for half the price.",the owner used to work at nobu so this place is really similar for half the price,owner used work nobu place really similar half price,the owner use to work at nobu so this place is realli similar for half the price,owner use work nobu place realli similar half price,owner use work nobu place realli similar half price,the owner used to work at nobu so this place is really similar for half the price,owner used work nobu place really similar half price,owner use work nobu place realli similar half price
669,0,Google mediocre and I imagine Smashburger will pop up.,google mediocre and i imagine smashburger will pop up,google mediocre imagine smashburger pop,googl mediocr and i imagin smashburg will pop up,googl mediocr imagin smashburg pop,googl mediocr imagin smashburg pop,google mediocre and i imagine smashburger will pop up,google mediocre imagine smashburger pop,googl mediocr imagin smashburg pop
670,0,dont go here.,dont go here,dont go,dont go here,dont go,dont go,dont go here,dont go,dont go
671,1,I promise they won't disappoint.,i promise they wont disappoint,promise wont disappoint,i promis they wont disappoint,promis wont disappoint,promis wont disappoint,i promise they wont disappoint,promise wont disappoint,promis wont disappoint
672,0,As a sushi lover avoid this place by all means.,as a sushi lover avoid this place by all means,sushi lover avoid place means,as a sushi lover avoid this place by all mean,sushi lover avoid place mean,sushi lover avoid place mean,a a sushi lover avoid this place by all mean,sushi lover avoid place mean,sushi lover avoid place mean
673,1,What a great double cheeseburger!,what a great double cheeseburger,great double cheeseburger,what a great doubl cheeseburg,great doubl cheeseburg,great doubl cheeseburg,what a great double cheeseburger,great double cheeseburger,great doubl cheeseburg
674,1,Awesome service and food.,awesome service and food,awesome service food,awesom servic and food,awesom servic food,awesom servic food,awesome service and food,awesome service food,awesom servic food
675,1,A fantastic neighborhood gem !!!,a fantastic neighborhood gem ,fantastic neighborhood gem,a fantast neighborhood gem,fantast neighborhood gem,fantast neighborhood gem,a fantastic neighborhood gem,fantastic neighborhood gem,fantast neighborhood gem
676,1,I can't wait to go back.,i cant wait to go back,cant wait go back,i cant wait to go back,cant wait go back,cant wait go back,i cant wait to go back,cant wait go back,cant wait go back
677,0,The plantains were the worst I've ever tasted.,the plantains were the worst ive ever tasted,plantains worst ive ever tasted,the plantain were the worst ive ever tast,plantain worst ive ever tast,plantain worst ive ever tast,the plantain were the worst ive ever tasted,plantain worst ive ever tasted,plantain worst ive ever tast
678,1,It's a great place and I highly recommend it.,its a great place and i highly recommend it,great place highly recommend,it a great place and i high recommend it,great place highli recommend,great place high recommend,it a great place and i highly recommend it,great place highly recommend,great place high recommend
679,0,Service was slow and not attentive.,service was slow and not attentive,service slow not attentive,servic was slow and not attent,servic slow not attent,servic slow attent,service wa slow and not attentive,service wa slow attentive,servic slow not attent
680,1,"I gave it 5 stars then, and I'm giving it 5 stars now.",i gave it 5 stars then and im giving it 5 stars now,gave 5 stars im giving 5 stars,i gave it 5 star then and im give it 5 star now,gave 5 star im give 5 star,gave 5 star im give 5 star,i gave it 5 star then and im giving it 5 star now,gave 5 star im giving 5 star,gave 5 star im give 5 star
681,0,Your staff spends more time talking to themselves than me.,your staff spends more time talking to themselves than me,staff spends time talking,your staff spend more time talk to themselv than me,staff spend time talk,staff spend time talk themselv,your staff spends more time talking to themselves than me,staff spends time talking,staff spend time talk
682,1,Dessert: Panna Cotta was amazing.,dessert panna cotta was amazing,dessert panna cotta amazing,dessert panna cotta was amaz,dessert panna cotta amaz,dessert panna cotta amaz,dessert panna cotta wa amazing,dessert panna cotta wa amazing,dessert panna cotta amaz
683,1,"Very good food, great atmosphere.1",very good food great atmosphere1,good food great atmosphere1,veri good food great atmosphere1,good food great atmosphere1,veri good food great atmosphere1,very good food great atmosphere1,good food great atmosphere1,good food great atmosphere1
684,1,Damn good steak.,damn good steak,damn good steak,damn good steak,damn good steak,damn good steak,damn good steak,damn good steak,damn good steak
685,0,Total brunch fail.,total brunch fail,total brunch fail,total brunch fail,total brunch fail,total brunch fail,total brunch fail,total brunch fail,total brunch fail
686,1,"Prices are very reasonable, flavors are spot on, the sauce is home made, and the slaw is not drenched in mayo.",prices are very reasonable flavors are spot on the sauce is home made and the slaw is not drenched in mayo,prices reasonable flavors spot sauce home made slaw not drenched mayo,price are veri reason flavor are spot on the sauc is home made and the slaw is not drench in mayo,price reason flavor spot sauc home made slaw not drench mayo,price veri reason flavor spot sauc home made slaw drench mayo,price are very reasonable flavor are spot on the sauce is home made and the slaw is not drenched in mayo,price reasonable flavor spot sauce home made slaw drenched mayo,price reason flavor spot sauc home made slaw not drench mayo
687,1,"The decor is nice, and the piano music soundtrack is pleasant.",the decor is nice and the piano music soundtrack is pleasant,decor nice piano music soundtrack pleasant,the decor is nice and the piano music soundtrack is pleasant,decor nice piano music soundtrack pleasant,decor nice piano music soundtrack pleasant,the decor is nice and the piano music soundtrack is pleasant,decor nice piano music soundtrack pleasant,decor nice piano music soundtrack pleasant
688,1,The steak was amazing...rge fillet relleno was the best seafood plate i have ever had!,the steak was amazingrge fillet relleno was the best seafood plate i have ever had,steak amazingrge fillet relleno best seafood plate ever,the steak was amazingrg fillet relleno was the best seafood plate i have ever had,steak amazingrg fillet relleno best seafood plate ever,steak amazingrg fillet relleno best seafood plate ever,the steak wa amazingrge fillet relleno wa the best seafood plate i have ever had,steak wa amazingrge fillet relleno wa best seafood plate ever,steak amazingrg fillet relleno best seafood plate ever
689,1,"Good food , good service .",good food  good service ,good food good service,good food good servic,good food good servic,good food good servic,good food good service,good food good service,good food good servic
690,1,It was absolutely amazing.,it was absolutely amazing,absolutely amazing,it was absolut amaz,absolut amaz,absolut amaz,it wa absolutely amazing,wa absolutely amazing,absolut amaz
691,0,"I probably won't be back, to be honest.",i probably wont be back to be honest,probably wont back honest,i probabl wont be back to be honest,probabl wont back honest,probabl wont back honest,i probably wont be back to be honest,probably wont back honest,probabl wont back honest
692,1,will definitely be back!,will definitely be back,definitely back,will definit be back,definit back,definit back,will definitely be back,definitely back,definit back
693,1,The sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well.,the sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well,sergeant pepper beef sandwich auju sauce excellent sandwich well,the sergeant pepper beef sandwich with auju sauc is an excel sandwich as well,sergeant pepper beef sandwich auju sauc excel sandwich well,sergeant pepper beef sandwich auju sauc excel sandwich well,the sergeant pepper beef sandwich with auju sauce is an excellent sandwich a well,sergeant pepper beef sandwich auju sauce excellent sandwich well,sergeant pepper beef sandwich auju sauc excel sandwich well
694,1,"Hawaiian Breeze, Mango Magic, and Pineapple Delight are the smoothies that I've tried so far and they're all good.",hawaiian breeze mango magic and pineapple delight are the smoothies that ive tried so far and theyre all good,hawaiian breeze mango magic pineapple delight smoothies ive tried far theyre good,hawaiian breez mango magic and pineappl delight are the smoothi that ive tri so far and theyr all good,hawaiian breez mango magic pineappl delight smoothi ive tri far theyr good,hawaiian breez mango magic pineappl delight smoothi ive tri far theyr good,hawaiian breeze mango magic and pineapple delight are the smoothy that ive tried so far and theyre all good,hawaiian breeze mango magic pineapple delight smoothy ive tried far theyre good,hawaiian breez mango magic pineappl delight smoothi ive tri far theyr good
695,0,Went for lunch - service was slow.,went for lunch   service was slow,went lunch service slow,went for lunch servic was slow,went lunch servic slow,went lunch servic slow,went for lunch service wa slow,went lunch service wa slow,went lunch servic slow
696,0,"We had so much to say about the place before we walked in that he expected it to be amazing, but was quickly disappointed.",we had so much to say about the place before we walked in that he expected it to be amazing but was quickly disappointed,much say place before walked expected amazing but quickly disappointed,we had so much to say about the place befor we walk in that he expect it to be amaz but was quick disappoint,much say place befor walk expect amaz but quickli disappoint,much say place befor walk expect amaz quick disappoint,we had so much to say about the place before we walked in that he expected it to be amazing but wa quickly disappointed,much say place walked expected amazing wa quickly disappointed,much say place befor walk expect amaz but quick disappoint
697,0,I was mortified.,i was mortified,mortified,i was mortifi,mortifi,mortifi,i wa mortified,wa mortified,mortifi
698,0,"Needless to say, we will never be back here again.",needless to say we will never be back here again,needless say never back,needless to say we will never be back here again,needless say never back,needless say never back,needle to say we will never be back here again,needle say never back,needless say never back
699,0,"Anyways, The food was definitely not filling at all, and for the price you pay you should expect more.",anyways the food was definitely not filling at all and for the price you pay you should expect more,anyways food definitely not filling price pay expect,anyway the food was definit not fill at all and for the price you pay you should expect more,anyway food definit not fill price pay expect,anyway food definit fill price pay expect,anyways the food wa definitely not filling at all and for the price you pay you should expect more,anyways food wa definitely filling price pay expect,anyway food definit not fill price pay expect
700,0,"The chips that came out were dripping with grease, and mostly not edible.",the chips that came out were dripping with grease and mostly not edible,chips came dripping grease mostly not edible,the chip that came out were drip with greas and most not edibl,chip came drip greas mostli not edibl,chip came drip greas edibl,the chip that came out were dripping with grease and mostly not edible,chip came dripping grease mostly edible,chip came drip greas most not edibl
701,0,I wasn't really impressed with Strip Steak.,i wasnt really impressed with strip steak,wasnt really impressed strip steak,i wasnt realli impress with strip steak,wasnt realli impress strip steak,wasnt realli impress strip steak,i wasnt really impressed with strip steak,wasnt really impressed strip steak,wasnt realli impress strip steak
702,1,Have been going since 2007 and every meal has been awesome!!,have been going since 2007 and every meal has been awesome,going since 2007 every meal awesome,have been go sinc 2007 and everi meal has been awesom,go sinc 2007 everi meal awesom,go sinc 2007 everi meal awesom,have been going since 2007 and every meal ha been awesome,going since 2007 every meal ha awesome,go sinc 2007 everi meal awesom
703,1,Our server was very nice and attentive as were the other serving staff.,our server was very nice and attentive as were the other serving staff,server nice attentive serving staff,our server was veri nice and attent as were the other serv staff,server nice attent serv staff,server veri nice attent serv staff,our server wa very nice and attentive a were the other serving staff,server wa nice attentive serving staff,server nice attent serv staff
704,1,The cashier was friendly and even brought the food out to me.,the cashier was friendly and even brought the food out to me,cashier friendly even brought food,the cashier was friend and even brought the food out to me,cashier friendli even brought food,cashier friend even brought food,the cashier wa friendly and even brought the food out to me,cashier wa friendly even brought food,cashier friend even brought food
705,0,I work in the hospitality industry in Paradise Valley and have refrained from recommending Cibo any longer.,i work in the hospitality industry in paradise valley and have refrained from recommending cibo any longer,work hospitality industry paradise valley refrained recommending cibo longer,i work in the hospit industri in paradis valley and have refrain from recommend cibo ani longer,work hospit industri paradis valley refrain recommend cibo longer,work hospit industri paradis valley refrain recommend cibo ani longer,i work in the hospitality industry in paradise valley and have refrained from recommending cibo any longer,work hospitality industry paradise valley refrained recommending cibo longer,work hospit industri paradis valley refrain recommend cibo longer
706,1,The atmosphere here is fun.,the atmosphere here is fun,atmosphere fun,the atmospher here is fun,atmospher fun,atmospher fun,the atmosphere here is fun,atmosphere fun,atmospher fun
707,0,Would not recommend to others.,would not recommend to others,would not recommend others,would not recommend to other,would not recommend other,would recommend,would not recommend to others,would recommend others,would not recommend other
708,1,"Service is quick and even ""to go"" orders are just like we like it!",service is quick and even to go orders are just like we like it,service quick even go orders like like,servic is quick and even to go order are just like we like it,servic quick even go order like like,servic quick even go order like like,service is quick and even to go order are just like we like it,service quick even go order like like,servic quick even go order like like
709,0,"I mean really, how do you get so famous for your fish and chips when it's so terrible!?!",i mean really how do you get so famous for your fish and chips when its so terrible,mean really do get famous fish chips terrible,i mean realli how do you get so famous for your fish and chip when it so terribl,mean realli do get famou fish chip terribl,mean realli get famous fish chip terribl,i mean really how do you get so famous for your fish and chip when it so terrible,mean really get famous fish chip terrible,mean realli do get famous fish chip terribl
710,1,"That said, our mouths and bellies were still quite pleased.",that said our mouths and bellies were still quite pleased,said mouths bellies still quite pleased,that said our mouth and belli were still quit pleas,said mouth belli still quit pleas,said mouth belli still quit pleas,that said our mouth and belly were still quite pleased,said mouth belly still quite pleased,said mouth belli still quit pleas
711,0,Not my thing.,not my thing,not thing,not my thing,not thing,thing,not my thing,thing,not thing
712,1,2 Thumbs Up!!,2 thumbs up,2 thumbs,2 thumb up,2 thumb,2 thumb,2 thumb up,2 thumb,2 thumb
713,0,If you are reading this please don't go there.,if you are reading this please dont go there,reading please dont go,if you are read this pleas dont go there,read pleas dont go,read pleas dont go,if you are reading this please dont go there,reading please dont go,read pleas dont go
714,1,"I loved the grilled pizza, reminded me of legit Italian pizza.",i loved the grilled pizza reminded me of legit italian pizza,loved grilled pizza reminded legit italian pizza,i love the grill pizza remind me of legit italian pizza,love grill pizza remind legit italian pizza,love grill pizza remind legit italian pizza,i loved the grilled pizza reminded me of legit italian pizza,loved grilled pizza reminded legit italian pizza,love grill pizza remind legit italian pizza
715,1,Only Pros : Large seating area/ Nice bar area/ Great simple drink menu/ The BEST brick oven pizza with homemade dough!,only pros  large seating area  nice bar area  great simple drink menu  the best brick oven pizza with homemade dough,pros large seating area nice bar area great simple drink menu best brick oven pizza homemade dough,onli pros larg seat area nice bar area great simpl drink menu the best brick oven pizza with homemad dough,pro larg seat area nice bar area great simpl drink menu best brick oven pizza homemad dough,onli pros larg seat area nice bar area great simpl drink menu best brick oven pizza homemad dough,only pro large seating area nice bar area great simple drink menu the best brick oven pizza with homemade dough,pro large seating area nice bar area great simple drink menu best brick oven pizza homemade dough,pros larg seat area nice bar area great simpl drink menu best brick oven pizza homemad dough
716,1,They have a really nice atmosphere.,they have a really nice atmosphere,really nice atmosphere,they have a realli nice atmospher,realli nice atmospher,realli nice atmospher,they have a really nice atmosphere,really nice atmosphere,realli nice atmospher
717,0,Tonight I had the Elk Filet special...and it sucked.,tonight i had the elk filet specialand it sucked,tonight elk filet specialand sucked,tonight i had the elk filet specialand it suck,tonight elk filet specialand suck,tonight elk filet specialand suck,tonight i had the elk filet specialand it sucked,tonight elk filet specialand sucked,tonight elk filet specialand suck
718,1,"After one bite, I was hooked.",after one bite i was hooked,after one bite hooked,after one bite i was hook,after one bite hook,one bite hook,after one bite i wa hooked,one bite wa hooked,after one bite hook
719,0,We ordered some old classics and some new dishes after going there a few times and were sorely disappointed with everything.,we ordered some old classics and some new dishes after going there a few times and were sorely disappointed with everything,ordered old classics new dishes after going times sorely disappointed everything,we order some old classic and some new dish after go there a few time and were sore disappoint with everyth,order old classic new dish after go time sore disappoint everyth,order old classic new dish go time sore disappoint everyth,we ordered some old classic and some new dish after going there a few time and were sorely disappointed with everything,ordered old classic new dish going time sorely disappointed everything,order old classic new dish after go time sore disappoint everyth
720,1,"Cute, quaint, simple, honest.",cute quaint simple honest,cute quaint simple honest,cute quaint simpl honest,cute quaint simpl honest,cute quaint simpl honest,cute quaint simple honest,cute quaint simple honest,cute quaint simpl honest
721,1,The chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside.,the chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside,chicken deliciously seasoned perfect fry outside moist chicken inside,the chicken was delici season and had the perfect fri on the outsid and moist chicken on the insid,chicken delici season perfect fri outsid moist chicken insid,chicken delici season perfect fri outsid moist chicken insid,the chicken wa deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside,chicken wa deliciously seasoned perfect fry outside moist chicken inside,chicken delici season perfect fri outsid moist chicken insid
722,1,"The food was great as always, compliments to the chef.",the food was great as always compliments to the chef,food great always compliments chef,the food was great as alway compliment to the chef,food great alway compliment chef,food great alway compliment chef,the food wa great a always compliment to the chef,food wa great always compliment chef,food great alway compliment chef
723,1,Special thanks to Dylan T. for the recommendation on what to order :) All yummy for my tummy.,special thanks to dylan t for the recommendation on what to order  all yummy for my tummy,special thanks dylan recommendation order yummy tummy,special thank to dylan t for the recommend on what to order all yummi for my tummi,special thank dylan recommend order yummi tummi,special thank dylan recommend order yummi tummi,special thanks to dylan t for the recommendation on what to order all yummy for my tummy,special thanks dylan recommendation order yummy tummy,special thank dylan recommend order yummi tummi
724,1,Awesome selection of beer.,awesome selection of beer,awesome selection beer,awesom select of beer,awesom select beer,awesom select beer,awesome selection of beer,awesome selection beer,awesom select beer
725,1,Great food and awesome service!,great food and awesome service,great food awesome service,great food and awesom servic,great food awesom servic,great food awesom servic,great food and awesome service,great food awesome service,great food awesom servic
726,1,"One nice thing was that they added gratuity on the bill since our party was larger than 6 or 8, and they didn't expect more tip than that.",one nice thing was that they added gratuity on the bill since our party was larger than 6 or 8 and they didnt expect more tip than that,one nice thing added gratuity bill since party larger 6 8 didnt expect tip,one nice thing was that they ad gratuiti on the bill sinc our parti was larger than 6 or 8 and they didnt expect more tip than that,one nice thing ad gratuiti bill sinc parti larger 6 8 didnt expect tip,one nice thing ad gratuiti bill sinc parti larger 6 8 didnt expect tip,one nice thing wa that they added gratuity on the bill since our party wa larger than 6 or 8 and they didnt expect more tip than that,one nice thing wa added gratuity bill since party wa larger 6 8 didnt expect tip,one nice thing ad gratuiti bill sinc parti larger 6 8 didnt expect tip
727,0,A FLY was in my apple juice.. A FLY!!!!!!!!,a fly was in my apple juice a fly,fly apple juice fly,a fli was in my appl juic a fli,fli appl juic fli,fli appl juic fli,a fly wa in my apple juice a fly,fly wa apple juice fly,fli appl juic fli
728,1,The Han Nan Chicken was also very tasty.,the han nan chicken was also very tasty,han nan chicken also tasty,the han nan chicken was also veri tasti,han nan chicken also tasti,han nan chicken also veri tasti,the han nan chicken wa also very tasty,han nan chicken wa also tasty,han nan chicken also tasti
729,1,"As for the service, I thought it was good.",as for the service i thought it was good,service thought good,as for the servic i thought it was good,servic thought good,servic thought good,a for the service i thought it wa good,service thought wa good,servic thought good
730,0,"The food was barely lukewarm, so it must have been sitting waiting for the server to bring it out to us.",the food was barely lukewarm so it must have been sitting waiting for the server to bring it out to us,food barely lukewarm must sitting waiting server bring us,the food was bare lukewarm so it must have been sit wait for the server to bring it out to us,food bare lukewarm must sit wait server bring us,food bare lukewarm must sit wait server bring us,the food wa barely lukewarm so it must have been sitting waiting for the server to bring it out to u,food wa barely lukewarm must sitting waiting server bring u,food bare lukewarm must sit wait server bring us
731,0,Ryan's Bar is definitely one Edinburgh establishment I won't be revisiting.,ryans bar is definitely one edinburgh establishment i wont be revisiting,ryans bar definitely one edinburgh establishment wont revisiting,ryan bar is definit one edinburgh establish i wont be revisit,ryan bar definit one edinburgh establish wont revisit,ryan bar definit one edinburgh establish wont revisit,ryans bar is definitely one edinburgh establishment i wont be revisiting,ryans bar definitely one edinburgh establishment wont revisiting,ryan bar definit one edinburgh establish wont revisit
732,1,Nicest Chinese restaurant I've been in a while.,nicest chinese restaurant ive been in a while,nicest chinese restaurant ive,nicest chines restaur ive been in a while,nicest chines restaur ive,nicest chines restaur ive,nicest chinese restaurant ive been in a while,nicest chinese restaurant ive,nicest chines restaur ive
733,1,"Overall, I like there food and the service.",overall i like there food and the service,overall like food service,overal i like there food and the servic,overal like food servic,overal like food servic,overall i like there food and the service,overall like food service,overal like food servic
