,label,text
201,1,Food was great and so was the serivce!
202,0,The warm beer didn't help.
203,1,Great brunch spot.
204,1,Service is friendly and inviting.
205,1,Very good lunch spot.
206,0,I've lived here since 1979 and this was the first (and last) time I've stepped foot into this place.
207,0,The WORST EXPERIENCE EVER.
208,0,Must have been an off night at this place.
209,1,"The sides are delish - mixed mushrooms, yukon gold puree, white corn - beateous."
210,0,"If that bug never showed up I would have given a 4 for sure, but on the other side of the wall where this bug was climbing was the kitchen."
211,0,"For about 10 minutes, we we're waiting for her salad when we realized that it wasn't coming any time soon."
212,1,My friend loved the salmon tartar.
213,0,Won't go back.
214,1,Extremely Tasty!
215,1,Waitress was good though!
216,0,Soggy and not good.
217,1,The Jamaican mojitos are delicious.
218,0,Which are small and not worth the price.
219,1,- the food is rich so order accordingly.
220,0,"The shower area is outside so you can only rinse, not take a full shower, unless you don't mind being nude for everyone to see!"
221,0,The service was a bit lacking.
222,0,"Lobster Bisque, Bussell Sprouts, Risotto, Filet ALL needed salt and pepper..and of course there is none at the tables."
223,0,Hopefully this bodes for them going out of business and someone who can cook can come in.
224,0,"It was either too cold, not enough flavor or just bad."
225,1,I loved the bacon wrapped dates.
226,1,This is an unbelievable BARGAIN!
227,1,The folks at Otto always make us feel so welcome and special.
228,0,"As for the ""mains,"" also uninspired."
229,1,This is the place where I first had pho and it was amazing!!
230,1,This wonderful experience made this place a must-stop whenever we are in town again.
231,0,"If the food isn't bad enough for you, then enjoy dealing with the world's worst/annoying drunk people."
232,1,Very very fun chef.
233,0,"Ordered a double cheeseburger & got a single patty that was falling apart (picture uploaded) Yeah, still sucks."
234,1,Great place to have a couple drinks and watch any and all sporting events as the walls are covered with TV's.
235,0,"If it were possible to give them zero stars, they'd have it."
236,0,"The descriptions said ""yum yum sauce"" and another said ""eel sauce"", yet another said ""spicy mayo""...well NONE of the rolls had sauces on them."
237,1,"I'd say that would be the hardest decision... Honestly, all of M's dishes taste how they are supposed to taste (amazing)."
238,0,If she had not rolled the eyes we may have stayed... Not sure if we will go back and try it again.
239,1,"Everyone is very attentive, providing excellent customer service."
240,0,Horrible - don't waste your time and money.
241,1,Now this dish was quite flavourful.
242,0,By this time our side of the restaurant was almost empty so there was no excuse.
243,0,"(It wasn't busy either) Also, the building was FREEZING cold."
244,0,"like the other reviewer said ""you couldn't pay me to eat at this place again."""
245,0,-Drinks took close to 30 minutes to come out at one point.
246,1,"Seriously flavorful delights, folks."
247,1,Much better than the other AYCE sushi place I went to in Vegas.
248,1,The lighting is just dark enough to set the mood.
249,0,Based on the sub-par service I received and no effort to show their gratitude for my business I won't be going back.
250,1,Owner's are really great people.!
251,0,There is nothing privileged about working/eating there.
252,1,The Greek dressing was very creamy and flavorful.
253,0,"Overall, I don't think that I would take my parents to this place again because they made most of the similar complaints that I silently felt too."
254,1,Now the pizza itself was good the peanut sauce was very tasty.
255,1,We had 7 at our table and the service was pretty fast.
256,1,Fantastic service here.
257,0,I as well would've given godfathers zero stars if possible.
258,1,They know how to make them here.
259,0,very tough and very short on flavor!
260,1,I hope this place sticks around.
261,0,"I have been in more than a few bars in Vegas, and do not ever recall being charged for tap water."
262,1,The restaurant atmosphere was exquisite.
263,1,"Good service, very clean, and inexpensive, to boot!"
264,1,The seafood was fresh and generous in portion.
265,1,"Plus, it's only 8 bucks."
266,0,"The service was not up to par, either."
267,1,"Thus far, have only visited twice and the food was absolutely delicious each time."
268,1,Just as good as when I had it more than a year ago!
269,0,"For a self proclaimed coffee cafe, I was wildly disappointed."
270,1,The Veggitarian platter is out of this world!
271,1,You cant go wrong with any of the food here.
272,1,You can't beat that.
273,1,"Stopped by this place while in Madison for the Ironman, very friendly, kind staff."
274,1,The chefs were friendly and did a good job.
275,0,"I've had better, not only from dedicated boba tea spots, but even from Jenni Pho."
276,1,I liked the patio and the service was outstanding.
277,1,The goat taco didn't skimp on the meat and wow what FLAVOR!
278,0,I think not again
279,0,I had the mac salad and it was pretty bland so I will not be getting that again.
280,1,I went to Bachi Burger on a friend's recommendation and was not disappointed.
281,0,Service stinks here!
282,0,I waited and waited.
283,0,"This place is not quality sushi, it is not a quality restaurant."
284,1,I would definitely recommend the wings as well as the pizza.
285,1,Great Pizza and Salads!
286,0,Things that went wrong: - They burned the saganaki.
287,0,We waited an hour for what was a breakfast I could have done 100 times better at home.
288,1,This place is amazing!
289,0,"I hate to disagree with my fellow Yelpers, but my husband and I were so disappointed with this place."
290,0,Waited 2 hours & never got either of our pizzas as many other around us who came in later did!
291,0,Just don't know why they were so slow.
292,1,"The staff is great, the food is delish, and they have an incredible beer selection."
293,0,"I live in the neighborhood so I am disappointed I won't be back here, because it is a convenient location."
294,1,I didn't know pulled pork could be soooo delicious.
295,1,"You get incredibly fresh fish, prepared with care."
296,0,Before I go in to why I gave a 1 star rating please know that this was my third time eating at Bachi burger before writing a review.
297,1,I love the fact that everything on their menu is worth it.
298,0,Never again will I be dining at this place!
299,1,The food was excellent and service was very good.
300,1,Good beer & drink selection and good food selection.
301,0,Please stay away from the shrimp stir fried noodles.
302,0,The potato chip order was sad... I could probably count how many chips were in that box and it was probably around 12.
303,0,Food was really boring.
304,1,Good Service-check!
305,0,This greedy corporation will NEVER see another dime from me!
306,0,"Will never, ever go back."
307,0,"As much as I'd like to go back, I can't get passed the atrocious service and will never return."
308,1,"In the summer, you can dine in a charming outdoor patio - so very delightful."
309,1,I did not expect this to be so good!
310,1,Fantastic food!
311,0,She ordered a toasted English muffin that came out untoasted.
312,1,The food was very good.
313,0,Never going back.
314,1,"Great food for the price, which is very high quality and house made."
315,0,The bus boy on the other hand was so rude.
316,0,"By this point, my friends and I had basically figured out this place was a joke and didn't mind making it publicly and loudly known."
317,1,"Back to good BBQ, lighter fare, reasonable pricing and tell the public they are back to the old ways."
318,1,"And considering the two of us left there very full and happy for about $20, you just can't go wrong."
319,1,All the bread is made in-house!
320,0,The only downside is the service.
321,0,"Also, the fries are without a doubt the worst fries I've ever had."
322,1,Service was exceptional and food was a good as all the reviews.
323,1,"A couple of months later, I returned and had an amazing meal."
324,1,Favorite place in town for shawarrrrrrma!!!!!!
325,1,The black eyed peas and sweet potatoes... UNREAL!
326,1,You won't be disappointed.
327,1,"They could serve it with just the vinaigrette and it may make for a better overall dish, but it was still very good."
328,0,"I go to far too many places and I've never seen any restaurant that serves a 1 egg breakfast, especially for $4.00."
329,0,When my mom and I got home she immediately got sick and she only had a few bites of salad.
330,0,The servers are not pleasant to deal with and they don't always honor Pizza Hut coupons.
331,1,"Both of them were truly unbelievably good, and I am so glad we went back."
332,1,"We had fantastic service, and were pleased by the atmosphere."
333,0,Everything was gross.
334,1,I love this place.
335,1,Great service and food.
336,0,First - the bathrooms at this location were dirty- Seat covers were not replenished & just plain yucky!!!
337,0,"The burger... I got the ""Gold Standard"" a $17 burger and was kind of disappointed."
338,1,"OMG, the food was delicioso!"
339,0,There is nothing authentic about this place.
340,0,the spaghetti is nothing special whatsoever.
341,1,"Of all the dishes, the salmon was the best, but all were great."
342,1,The vegetables are so fresh and the sauce feels like authentic Thai.
343,1,It's worth driving up from Tucson!
344,0,The selection was probably the worst I've seen in Vegas.....there was none.
345,1,Pretty good beer selection too.
346,1,"This place is like Chipotle, but BETTER."
347,1,"Classy/warm atmosphere, fun and fresh appetizers, succulent steaks (Baseball steak!!!!!"
348,1,5 stars for the brick oven bread app!
349,1,"I have eaten here multiple times, and each time the food was delicious."
350,0,We sat another ten minutes and finally gave up and left.
351,0,He was terrible!
352,1,Everyone is treated equally special.
353,0,It shouldn't take 30 min for pancakes and eggs.
354,1,It was delicious!!!
355,1,"On the good side, the staff was genuinely pleasant and enthusiastic - a real treat."
356,0,"Sadly, Gordon Ramsey's Steak is a place we shall sharply avoid during our next trip to Vegas."
357,1,As always the evening was wonderful and the food delicious!
358,1,Best fish I've ever had in my life!
359,1,(The bathroom is just next door and very nice.)
360,0,The buffet is small and all the food they offered was BLAND.
361,1,This is an Outstanding little restaurant with some of the Best Food I have ever tasted.
362,1,Pretty cool I would say.
363,0,Definitely a turn off for me & i doubt I'll be back unless someone else is buying.
364,1,Server did a great job handling our large rowdy table.
365,0,"I find wasting food to be despicable, but this just wasn't food."
366,0,My wife had the Lobster Bisque soup which was lukewarm.
367,1,Would come back again if I had a sushi craving while in Vegas.
368,1,"The staff are great, the ambiance is great."
369,1,He deserves 5 stars.
370,0,I left with a stomach ache and felt sick the rest of the day.
371,0,They dropped more than the ball.
372,1,"The dining space is tiny, but elegantly decorated and comfortable."
373,1,"They will customize your order any way you'd like, my usual is Eggplant with Green Bean stir fry, love it!"
374,0,And the beans and rice were mediocre at best.
375,1,Best tacos in town by far!!
376,0,I took back my money and got outta there.
377,1,"In an interesting part of town, this place is amazing."
378,0,RUDE & INCONSIDERATE MANAGEMENT.
379,0,"The staff are now not as friendly, the wait times for being served are horrible, no one even says hi for the first 10 minutes."
380,0,I won't be back.
381,1,They have great dinners.
382,1,The service was outshining & I definitely recommend the Halibut.
383,0,The food was terrible.
384,0,WILL NEVER EVER GO BACK AND HAVE TOLD MANY PEOPLE WHAT HAD HAPPENED.
385,0,I don't recommend unless your car breaks down in front of it and you are starving.
386,1,I will come back here every time I'm in Vegas.
387,0,This place deserves one star and 90% has to do with the food.
388,0,This is a disgrace.
389,1,Def coming back to bowl next time
390,1,"If you want healthy authentic or ethic food, try this place."
391,1,I will continue to come here on ladies night andddd date night ... highly recommend this place to anyone who is in the area (;
392,1,"I have been here several times in the past, and the experience has always been great."
393,1,We walked away stuffed and happy about our first Vegas buffet experience.
394,1,Service was excellent and prices are pretty reasonable considering this is Vegas and located inside the Crystals shopping mall by Aria.
395,1,"To summarize... the food was incredible, nay, transcendant... but nothing brings me joy quite like the memory of the pneumatic condiment dispenser."
396,0,I'm probably one of the few people to ever go to Ians and not like it.
397,1,Kids pizza is always a hit too with lots of great side dish options for the kiddos!
398,1,Service is perfect and the family atmosphere is nice to see.
399,1,Cooked to perfection and the service was impeccable.
400,0,This one is simply a disappointment.
401,0,"Overall, I was very disappointed with the quality of food at Bouchon."
402,0,I don't have to be an accountant to know I'm getting screwed!
403,1,"Great place to eat, reminds me of the little mom and pop shops in the San Francisco Bay Area."
404,1,Today was my first taste of a Buldogis Gourmet Hot Dog and I have to tell you it was more than I ever thought possible.
405,0,Left very frustrated.
406,1,I'll definitely be in soon again.
407,1,Food was really good and I got full petty fast.
408,1,Service was fantastic.
409,0,TOTAL WASTE OF TIME.
410,1,I don't know what kind it is but they have the best iced tea.
411,1,"Come hungry, leave happy and stuffed!"
412,0,"For service, I give them no stars."
413,1,I can assure you that you won't be disappointed.
414,0,I can take a little bad service but the food sucks.
415,0,Gave up trying to eat any of the crust (teeth still sore).
416,0,But now I was completely grossed out.
417,1,I really enjoyed eating here.
418,1,First time going but I think I will quickly become a regular.
419,1,"Our server was very nice, and even though he looked a little overwhelmed with all of our needs, he stayed professional and friendly until the end."
420,1,From what my dinner companions told me...everything was very fresh with nice texture and taste.
421,0,"On the ground, right next to our table was a large, smeared, been-stepped-in-and-tracked-everywhere pile of green bird poop."
422,0,"Furthermore, you can't even find hours of operation on the website!"
423,0,We've tried to like this place but after 10+ times I think we're done with them.
424,0,What a mistake that was!
425,1,No complaints!
426,1,This is some seriously good pizza and I'm an expert/connisseur on the topic.
427,0,Waiter was a jerk.
428,0,"Strike 2, who wants to be rushed."
429,1,These are the nicest restaurant owners I've ever come across.
430,0,I never come again.
431,1,We loved the biscuits!!!
432,1,Service is quick and friendly.
433,0,Ordered an appetizer and took 40 minutes and then the pizza another 10 minutes.
434,1,So absolutley fantastic.
435,0,It was a huge awkward 1.5lb piece of cow that was 3/4ths gristle and fat.
436,1,definitely will come back here again.
437,1,I like Steiners because it's dark and it feels like a bar.
438,1,Wow very spicy but delicious.
439,1,"If you're not familiar, check it out."
440,0,I'll take my business dinner dollars elsewhere.
441,1,I'd love to go back.
442,1,"Anyway, this FS restaurant has a wonderful breakfast/lunch."
443,0,Nothing special.
444,1,Each day of the week they have a different deal and it's all so delicious!
445,1,"Not to mention the combination of pears, almonds and bacon is a big winner!"
446,0,Will not be back.
447,0,Sauce was tasteless.
448,1,"The food is delicious and just spicy enough, so be sure to ask for spicier if you prefer it that way."
449,1,My ribeye steak was cooked perfectly and had great mesquite flavor.
450,0,I don't think we'll be going back anytime soon.
451,1,Food was so gooodd.
452,0,I am far from a sushi connoisseur but I can definitely tell the difference between good food and bad food and this was certainly bad food.
453,0,I was so insulted.
454,0,The last 3 times I had lunch here has been bad.
455,0,The chicken wings contained the driest chicken meat I have ever eaten.
456,1,"The food was very good and I enjoyed every mouthful, an enjoyable relaxed venue for couples small family groups etc."
457,1,Nargile - I think you are great.
458,1,Best tater tots in the southwest.
459,1,We loved the place.
460,0,Definitely not worth the $3 I paid.
461,1,The vanilla ice cream was creamy and smooth while the profiterole (choux) pastry was fresh enough.
462,1,Im in AZ all the time and now have my new spot.
463,0,The manager was the worst.
464,1,The inside is really quite nice and very clean.
465,1,The food was outstanding and the prices were very reasonable.
466,0,I don't think I'll be running back to Carly's anytime soon for food.
467,0,"This is was due to the fact that it took 20 minutes to be acknowledged, then another 35 minutes to get our food...and they kept forgetting things."
468,1,"Love the margaritas, too!"
469,1,This was my first and only Vegas buffet and it did not disappoint.
470,1,"Very good, though!"
471,0,The one down note is the ventilation could use some upgrading.
472,1,Great pork sandwich.
473,0,Don't waste your time here.
474,0,"Total letdown, I would much rather just go to the Camelback Flower Shop and Cartel Coffee."
475,0,"Third, the cheese on my friend's burger was cold."
476,1,We enjoy their pizza and brunch.
477,1,The steaks are all well trimmed and also perfectly cooked.
478,1,We had a group of 70+ when we claimed we would only have 40 and they handled us beautifully.
479,1,I LOVED it!
480,0,We asked for the bill to leave without eating and they didn't bring that either.
481,1,"This place is a jewel in Las Vegas, and exactly what I've been hoping to find in nearly ten years living here."
482,0,Seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh.
483,0,The selection of food was not the best.
484,1,Delicious and I will absolutely be back!
485,1,"This isn't a small family restaurant, this is a fine dining establishment."
486,1,They had a toro tartare with a cavier that was extraordinary and I liked the thinly sliced wagyu with white truffle.
487,0,I dont think I will be back for a very long time.
488,0,"It was attached to a gas station, and that is rarely a good sign."
489,1,How awesome is that.
490,1,I will be back many times soon.
491,1,The menu had so much good stuff on it i could not decide!
492,0,"Worse of all, he humiliated his worker right in front of me..Bunch of horrible name callings."
493,1,CONCLUSION: Very filling meals.
494,1,Their daily specials are always a hit with my group.
495,0,And then tragedy struck.
496,1,The pancake was also really good and pretty large at that.
497,1,"This was my first crawfish experience, and it was delicious!"
498,1,Their monster chicken fried steak and eggs is my all time favorite.
499,1,Waitress was sweet and funny.
500,1,"I also had to taste my Mom's multi-grain pumpkin pancakes with pecan butter and they were amazing, fluffy, and delicious!"
501,0,"I'd rather eat airline food, seriously."
502,1,Cant say enough good things about this place.
503,1,The ambiance was incredible.
504,1,The waitress and manager are so friendly.
505,0,I would not recommend this place.
506,0,Overall I wasn't very impressed with Noca.
507,0,My gyro was basically lettuce only.
508,0,Terrible service!
509,0,Thoroughly disappointed!
510,1,"I don't each much pasta, but I love the homemade /hand made pastas and thin pizzas here."
511,1,"Give it a try, you will be happy you did."
512,1,By far the BEST cheesecurds we have ever had!
513,1,Reasonably priced also!
514,1,Everything was perfect the night we were in.
515,1,The food is very good for your typical bar food.
516,0,it was a drive to get there.
517,1,"At first glance it is a lovely bakery cafe - nice ambiance, clean, friendly staff."
518,0,"Anyway, I do not think i will go back there."
519,1,"Point your finger at any item on the menu, order it and you won't be disappointed."
520,1,"Oh this is such a thing of beauty, this restaurant."
521,1,If you haven't gone here GO NOW!
522,0,"A greasy, unhealthy meal."
523,0,first time there and might just be the last.
524,1,Those burgers were amazing.
525,0,"Similarly, the delivery man did not say a word of apology when our food was 45 minutes late."
526,0,And it was way to expensive.
527,1,"Be sure to order dessert, even if you need to pack it to-go - the tiramisu and cannoli are both to die for."
528,1,This was my first time and I can't wait until the next.
529,1,The bartender was also nice.
530,1,Everything was good and tasty!
531,1,This place is two thumbs up....way up.
532,1,"The best place in Vegas for breakfast (just check out a Sat, or Sun."
533,1,"If you love authentic Mexican food and want a whole bunch of interesting, yet delicious meats to choose from, you need to try this place."
534,0,Terrible management.
535,1,An excellent new restaurant by an experienced Frenchman.
536,0,If there were zero stars I would give it zero stars.
537,1,"Great steak, great sides, great wine, amazing desserts."
538,0,Worst martini ever!
539,1,The steak and the shrimp are in my opinion the best entrees at GC.
540,1,I had the opportunity today to sample your amazing pizzas!
541,0,We waited for thirty minutes to be seated (although there were 8 vacant tables and we were the only folks waiting).
542,1,The yellowtail carpaccio was melt in your mouth fresh.
543,0,I won't try going back there even if it's empty.
544,0,"No, I'm going to eat the potato that I found some strangers hair in it."
545,1,Just spicy enough.. Perfect actually.
546,1,Last night was my second time dining here and I was so happy I decided to go back!
547,0,"not even a ""hello, we will be right with you."""
548,0,The desserts were a bit strange.
549,1,My boyfriend and I came here for the first time on a recent trip to Vegas and could not have been more pleased with the quality of food and service.
550,1,"I really do recommend this place, you can go wrong with this donut place!"
551,1,Nice ambiance.
552,1,I would recommend saving room for this!
553,0,I guess maybe we went on an off night but it was disgraceful.
554,0,"However, my recent experience at this particular location was not so good."
555,0,"I know this is not like the other restaurants at all, something is very off here!"
556,0,AVOID THIS ESTABLISHMENT!
557,0,I think this restaurant suffers from not trying hard enough.
558,1,All of the tapas dishes were delicious!
559,1,I *heart* this place.
560,0,My salad had a bland vinegrette on the baby greens and hearts of Palm.
561,0,After two I felt disgusting.
562,1,A good time!
563,1,I believe that this place is a great stop for those with a huge belly and hankering for sushi.
564,1,Generous portions and great taste.
565,0,I will never go back to this place and will never ever recommended this place to anyone!
566,0,"The servers went back and forth several times, not even so much as an ""Are you being helped?"""
567,1,Food was delicious!
568,0,AN HOUR... seriously?
569,0,I consider this theft.
570,0,Eew... This location needs a complete overhaul.
571,0,We recently witnessed her poor quality of management towards other guests as well.
572,0,Waited and waited and waited.
573,1,"He also came back to check on us regularly, excellent service."
574,1,Our server was super nice and checked on us many times.
575,0,"The pizza tasted old, super chewy in not a good way."
576,0,I swung in to give them a try but was deeply disappointed.
577,1,Service was good and the company was better!
578,1,The staff are also very friendly and efficient.
579,1,"As for the service: I'm a fan, because it's quick and you're being served by some nice folks."
580,0,Boy was that sucker dry!!.
581,0,Over rated.
582,0,"If you look for authentic Thai food, go else where."
583,1,Their steaks are 100% recommended!
584,0,After I pulled up my car I waited for another 15 minutes before being acknowledged.
585,1,Great food and great service in a clean and friendly setting.
586,1,"All in all, I can assure you I'll be back."
587,0,I hate those things as much as cheap quality black olives.
588,1,"My breakfast was perpared great, with a beautiful presentation of 3 giant slices of Toast, lightly dusted with powdered sugar."
589,0,The kids play area is NASTY!
590,1,Great place fo take out or eat in.
591,1,The waitress was friendly and happy to accomodate for vegan/veggie options.
592,1,OMG I felt like I had never eaten Thai food until this dish.
593,0,"It was extremely ""crumby"" and pretty tasteless."
594,0,It was a pale color instead of nice and char and has NO flavor.
595,1,The croutons also taste homemade which is an extra plus.
596,0,I got home to see the driest damn wings ever!
597,1,It'll be a regular stop on my trips to Phoenix!
598,1,I really enjoyed Crema Caf̩ before they expanded; I even told friends they had the BEST breakfast.
599,0,Not good for the money.
600,1,I miss it and wish they had one in Philadelphia!
601,0,"We got sitting fairly fast, but, ended up waiting 40 minutes just to place our order, another 30 minutes before the food arrived."
602,1,They also have the best cheese crisp in town.
603,1,"Good value, great food, great service."
604,1,Couldn't ask for a more satisfying meal.
605,1,The food is good.
606,1,It was awesome.
607,0,I just wanted to leave.
608,1,We made the drive all the way from North Scottsdale... and I was not one bit disappointed!
609,0,I will not be eating there again.
610,0,!....THE OWNERS REALLY REALLY need to quit being soooooo cheap let them wrap my freaking sandwich in two papers not one!
611,0,I checked out this place a couple years ago and was not impressed.
612,0,"The chicken I got was definitely reheated and was only ok, the wedges were cold and soggy."
613,0,"Sorry, I will not be getting food from here anytime soon :("
614,1,An absolute must visit!
615,1,The cow tongue and cheek tacos are amazing.
616,0,My friend did not like his Bloody Mary.
617,0,"Despite how hard I rate businesses, its actually rare for me to give a 1 star."
618,1,They really want to make your experience a good one.
619,0,I will not return.
620,0,I had the chicken Pho and it tasted very bland.
621,0,Very disappointing!!!
622,1,The grilled chicken was so tender and yellow from the saffron seasoning.
623,0,"a drive thru means you do not want to wait around for half an hour for your food, but somehow when we end up going here they make us wait and wait."
624,1,Pretty awesome place.
625,1,Ambience is perfect.
626,0,Best of luck to the rude and non-customer service focused new management.
627,0,Any grandmother can make a roasted chicken better than this one.
628,0,I asked multiple times for the wine list and after some time of being ignored I went to the hostess and got one myself.
629,1,"The staff is always super friendly and helpful, which is especially cool when you bring two small boys and a baby!"
630,1,Four stars for the food & the guy in the blue shirt for his great vibe & still letting us in to eat !
631,1,The roast beef sandwich tasted really good!
632,0,"Same evening, him and I are both drastically sick."
633,1,High-quality chicken on the chicken Caesar salad.
634,0,Ordered burger rare came in we'll done.
635,1,We were promptly greeted and seated.
636,0,Tried to go here for lunch and it was a madhouse.
637,1,"I was proven dead wrong by this sushi bar, not only because the quality is great, but the service is fast and the food, impeccable."
638,0,"After waiting an hour and being seated, I was not in the greatest of moods."
639,1,This is a good joint.
640,1,The Macarons here are insanely good.
641,0,I'm not eating here!
642,1,"Our waiter was very attentive, friendly, and informative."
643,0,Maybe if they weren't cold they would have been somewhat edible.
644,0,This place has a lot of promise but fails to deliver.
645,0,Very bad Experience!
646,0,What a mistake.
647,0,Food was average at best.
648,1,Great food.
649,0,We won't be going back anytime soon!
650,0,Very Very Disappointed ordered the $35 Big Bay Plater.
651,1,Great place to relax and have an awesome burger and beer.
652,1,It is PERFECT for a sit-down family meal or get together with a few friends.
653,0,"Not much flavor to them, and very poorly constructed."
654,1,The patio seating was very comfortable.
655,0,The fried rice was dry as well.
656,1,Hands down my favorite Italian restaurant!
657,1,"That just SCREAMS ""LEGIT"" in my book...somethat's also pretty rare here in Vegas."
658,1,It was just not a fun experience.
659,1,The atmosphere was great with a lovely duo of violinists playing songs we requested.
660,1,"I personally love the hummus, pita, baklava, falafels and Baba Ganoush (it's amazing what they do with eggplant!)."
661,1,"Very convenient, since we were staying at the MGM!"
662,1,The owners are super friendly and the staff is courteous.
663,1,Both great!
664,1,Eclectic selection.
665,1,The sweet potato tots were good but the onion rings were perfection or as close as I have had.
666,1,The staff was very attentive.
667,1,And the chef was generous with his time (even came around twice so we can take pictures with him).
668,1,"The owner used to work at Nobu, so this place is really similar for half the price."
669,0,Google mediocre and I imagine Smashburger will pop up.
670,0,dont go here.
671,1,I promise they won't disappoint.
672,0,As a sushi lover avoid this place by all means.
673,1,What a great double cheeseburger!
674,1,Awesome service and food.
675,1,A fantastic neighborhood gem !!!
676,1,I can't wait to go back.
677,0,The plantains were the worst I've ever tasted.
678,1,It's a great place and I highly recommend it.
679,0,Service was slow and not attentive.
680,1,"I gave it 5 stars then, and I'm giving it 5 stars now."
681,0,Your staff spends more time talking to themselves than me.
682,1,Dessert: Panna Cotta was amazing.
683,1,"Very good food, great atmosphere.1"
684,1,Damn good steak.
685,0,Total brunch fail.
686,1,"Prices are very reasonable, flavors are spot on, the sauce is home made, and the slaw is not drenched in mayo."
687,1,"The decor is nice, and the piano music soundtrack is pleasant."
688,1,The steak was amazing...rge fillet relleno was the best seafood plate i have ever had!
689,1,"Good food , good service ."
690,1,It was absolutely amazing.
691,0,"I probably won't be back, to be honest."
692,1,will definitely be back!
693,1,The sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well.
694,1,"Hawaiian Breeze, Mango Magic, and Pineapple Delight are the smoothies that I've tried so far and they're all good."
695,0,Went for lunch - service was slow.
696,0,"We had so much to say about the place before we walked in that he expected it to be amazing, but was quickly disappointed."
697,0,I was mortified.
698,0,"Needless to say, we will never be back here again."
699,0,"Anyways, The food was definitely not filling at all, and for the price you pay you should expect more."
700,0,"The chips that came out were dripping with grease, and mostly not edible."
701,0,I wasn't really impressed with Strip Steak.
702,1,Have been going since 2007 and every meal has been awesome!!
703,1,Our server was very nice and attentive as were the other serving staff.
704,1,The cashier was friendly and even brought the food out to me.
705,0,I work in the hospitality industry in Paradise Valley and have refrained from recommending Cibo any longer.
706,1,The atmosphere here is fun.
707,0,Would not recommend to others.
708,1,"Service is quick and even ""to go"" orders are just like we like it!"
709,0,"I mean really, how do you get so famous for your fish and chips when it's so terrible!?!"
710,1,"That said, our mouths and bellies were still quite pleased."
711,0,Not my thing.
712,1,2 Thumbs Up!!
713,0,If you are reading this please don't go there.
714,1,"I loved the grilled pizza, reminded me of legit Italian pizza."
715,1,Only Pros : Large seating area/ Nice bar area/ Great simple drink menu/ The BEST brick oven pizza with homemade dough!
716,1,They have a really nice atmosphere.
717,0,Tonight I had the Elk Filet special...and it sucked.
718,1,"After one bite, I was hooked."
719,0,We ordered some old classics and some new dishes after going there a few times and were sorely disappointed with everything.
720,1,"Cute, quaint, simple, honest."
721,1,The chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside.
722,1,"The food was great as always, compliments to the chef."
723,1,Special thanks to Dylan T. for the recommendation on what to order :) All yummy for my tummy.
724,1,Awesome selection of beer.
725,1,Great food and awesome service!
726,1,"One nice thing was that they added gratuity on the bill since our party was larger than 6 or 8, and they didn't expect more tip than that."
727,0,A FLY was in my apple juice.. A FLY!!!!!!!!
728,1,The Han Nan Chicken was also very tasty.
729,1,"As for the service, I thought it was good."
730,0,"The food was barely lukewarm, so it must have been sitting waiting for the server to bring it out to us."
731,0,Ryan's Bar is definitely one Edinburgh establishment I won't be revisiting.
732,1,Nicest Chinese restaurant I've been in a while.
733,1,"Overall, I like there food and the service."
734,1,They also now serve Indian naan bread with hummus and some spicy pine nut sauce that was out of this world.
735,0,"Probably never coming back, and wouldn't recommend it."
736,0,"Friend's pasta -- also bad, he barely touched it."
737,1,"Try them in the airport to experience some tasty food and speedy, friendly service."
738,1,I love the decor with the Chinese calligraphy wall paper.
739,1,Never had anything to complain about here.
740,1,The restaurant is very clean and has a family restaurant feel to it.
741,0,It was way over fried.
742,0,I'm not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of place.
743,0,"When I opened the sandwich, I was impressed, but not in a good way."
744,0,Will not be back!
745,1,There was a warm feeling with the service and I felt like their guest for a special treat.
746,1,An extensive menu provides lots of options for breakfast.
747,1,"I always order from the vegetarian menu during dinner, which has a wide array of options to choose from."
748,0,"I have watched their prices inflate, portions get smaller and management attitudes grow rapidly!"
749,1,Wonderful lil tapas and the ambience made me feel all warm and fuzzy inside.
750,1,"I got to enjoy the seafood salad, with a fabulous vinegrette."
751,1,"The wontons were thin, not thick and chewy, almost melt in your mouth."
752,1,"Level 5 spicy was perfect, where spice didn't over-whelm the soup."
753,1,We were sat right on time and our server from the get go was FANTASTIC!
754,0,"Main thing I didn't enjoy is that the crowd is of older crowd, around mid 30s and up."
755,1,"When I'm on this side of town, this will definitely be a spot I'll hit up again!"
756,0,I had to wait over 30 minutes to get my drink and longer to get 2 arepas.
757,1,This is a GREAT place to eat!
758,1,The jalapeno bacon is soooo good.
759,0,The service was poor and thats being nice.
760,1,"Food was good, service was good, Prices were good."
761,0,The place was not clean and the food oh so stale!
762,0,"The chicken dishes are OK, the beef is like shoe leather."
763,0,But the service was beyond bad.
764,1,"I'm so happy to be here!!!"""
765,0,Tasted like dirt.
766,1,One of the few places in Phoenix that I would definately go back to again .
767,1,The block was amazing.
768,1,"It's close to my house, it's low-key, non-fancy, affordable prices, good food."
769,1,* Both the Hot & Sour & the Egg Flower Soups were absolutely 5 Stars!
770,0,My sashimi was poor quality being soggy and tasteless.
771,1,Great time - family dinner on a Sunday night.
